Full Address,id,lat,lng,adl
RedroomTechnology Private Limited,84,28.6860491,77.003763,123
Kartik Footwear,85,28.6796815,77.0658918,123
MFC RETAILS,86,28.6860624,77.0874065,118
Abhishek enterprises,87,28.619507,77.2821899,117
ARYANVEDA HERBALS,88,28.831825,77.097461,117
KASHVI TRADERS,89,28.6740065,77.1821595,108
R K Enterprises,90,28.5437004,77.2001412,108
ASTEE TRADING,91,28.4957581,77.1606395,106
PMG ENTERPRISES,92,28.612674,77.0566409,105
IMAGINE DESIGN STUDIOS,93,28.6389604,77.2977314,104
EK RETAIL SHOP,94,28.6512236,77.0951319,100
Rahul Kumar,95,28.72140351,77.28098862,100
CHAWLA TRADERS,96,28.6217359,77.0762535,98
OMKAR RAKHI WALE,97,28.7245498,77.2801096,98
GCH INDIA PRIVATE LIMITED,98,28.6430203,77.0463681,98
ICABLE PRIVATE LIMITED,99,28.64145317,77.13385591,98
BLOSSOM KOCHHAR BEAUTY PRODUCTS PVT. LTD.,100,28.5529729,77.2670818,96
SUPERB SELECTIONS INC.,101,28.6464731,77.1169452,96
PIPER LONDON SALES COMPANY,102,28.6784295,77.0523042,95
CREATIVE WORLD,103,28.7886691,77.0593246,94
BADLAAV TRADE INDIA PRIVATE LIMITED,104,28.6209963,77.0018251,93
RAMBLE COSMETICS,105,28.691673,77.18479,92
Dakshya Industries,106,28.6205033,77.0772754,91
pixelfox,107,28.7092295,77.259735,90
UG LIFE STYLE PRIVATE LIMITED,108,28.568372,77.0695528,90
Suman,109,28.624572,77.290535,88
E-FASHION RETAIL,110,28.6548609,77.2911035,88
JBJ IMPEX,111,28.7550848,77.1464026,88
SNB ENTERPRISES PVT LTD,112,28.727675,77.156222,87
BOT RETAILS,113,28.650614,77.0974073,86
INFRONICS TECHNOLOGY CORPORATION,114,28.5792079,77.2582981,86
GURU KIRPA TRADING COMPANY,115,28.6838577,77.13703,85
Ivy Vacker INDIA,116,28.53844,77.142648,85
Ebiz Solutions,117,28.642248,77.295751,84
ICC CHEMTEC PVT LTD,118,28.5031025,77.2023213,83
Vinod handicrafts,119,28.6694663,77.1174192,83
VAPOR SPORTS,120,28.6871664,76.9725642,82
Gyanbindu,121,28.628764,77.2985836,80
LITTLE PROFIT TRADING CO.,122,28.6938994,77.1864869,79
PREETI PRODUCTS,123,28.6414522,77.131351,79
MICRO INDUSTRIAL CORPORATION,124,28.6458491,77.0442183,78
SUPERTRUST MARKETING,125,28.633555,77.281848,77
EKDANTA ENTERPRISES,126,28.671921,77.091516,75
TIME ZONE,127,28.6610779,77.2345881,75
STANFIELD LIFESTYLE,128,28.6579856,77.2315954,74
THE CREATIVE GALLERY,129,28.63094833,77.0539223,72
TAKE CARE,130,28.7026621,77.3099177,71
UE AUTOTECH (I) PRIVATE LIMITED,131,28.674142,77.1675688,71
FAIR OPTICS,132,28.6551132,77.225403,70
DEV INTERNATIONAL-new delhi,133,28.6170667,77.0795727,70
WENZEST,134,28.5465317,77.3046156,69
GK ENTERPRISES,135,28.6426607,77.2842935,68
Suman,136,28.624572,77.290535,67
DARSHINI DESIGNS,137,28.61779879,76.99063129,66
Astrodidi,138,28.7154014,77.0900296,65
SUGANDHI SNUFF KING PVT LTD,139,28.5066415,77.2983333,65
Digital Junction,140,28.722243,77.059825,64
ZAYDN SNEAKERS,141,28.6823217,77.0794779,64
DESI QUEEN INDIA,142,28.6712359,77.122618,63
US TRADERS,143,28.7154005,77.1785849,63
AVTANSH SALES PRIVATE LIMITED,144,28.651782,77.093166,63
HARI OM ENTERPRISES,145,28.6676971,77.1026297,62
S K TRADERS,146,28.5428605,77.2638787,62
MICRO INDUSTRIAL CORPORATION,147,28.681048,77.080864,62
ASHA BADALIA,148,28.676448,77.118155,61
DS ENTERPRISES,149,28.651487,77.187874,61
DEL IMPEX PRIVATE LIMITED,150,28.6488967,77.2426213,60
ADAARA ENTERPRISES,151,28.6412432,77.2454699,60
Maurya Enterprises,152,28.7279373,77.12591,60
KAPILANSH ENTERPRISES,153,28.6803105,77.2565025,60
KING AUTOMOTIVES INTERNATIONAL,154,28.670831,77.109134,59
NUTEX APPAREL LIMITED,155,28.6976761,77.166739,59
LMN CHILD CARE,156,28.7044469,77.3292132,59
RS ENTERPRISES,157,28.6204492,77.0500773,59
Kiran Enterprises,158,28.713823,77.2583419,58
Mass Milestone,159,28.6457718,77.2869988,58
BR ENTERPRISES- Delhi,160,28.5989321,77.0890975,57
SKY E-COMMERCE,161,28.6426607,77.2842935,56
Selfcare Apparels Pvt. Ltd.,162,28.638017,77.305993,56
KAN INTERNATIONAL,163,28.5718499,77.2373557,56
M S FASHION,164,28.6641374,77.2835082,56
J K ENTERPRISES,165,28.711357,77.1559685,56
SAM ENTERPRISES,166,28.689548,77.093139,55
TEERTHANKAAR CHANDRAPRABHU GARMENTS CO.,167,28.6612874,77.2888584,55
MODO WALKER,168,28.7287617,77.2144537,55
Jaddison blue,169,28.5772055,77.0738728,55
Kashish Imitation Jewellery,170,28.6694663,77.1174192,54
Meet Sales,171,28.54959983,77.28947068,53
WET AND DRY PERSONAL CARE PVT LTD,172,28.6497844,77.1464807,53
CHAWLA TRADERS,173,28.6217359,77.0762535,53
SHREE CONSTRUCTIONS,174,28.7233088,77.0835101,53
RAPTECH WORLD,175,28.6848546,77.137371,52
SHUBH UPAHAAR,176,28.5343679,77.2745665,50
AKSHAY PHUL,177,28.6181134,77.0508284,50
B Women,178,28.6276401,77.293647,50
M S Enterprises,179,28.6545368,77.2775103,50
SE TRADING,180,28.6510001,77.1910913,50
KANHAA,181,28.705649,77.2570558,49
MIRACLE MOMS,182,28.6718263,77.2951916,49
SHARMA SALES,183,28.70564441,77.07863241,49
GYAN BOOKS PVT LTD.,184,28.6960377,77.1737499,48
VANI ENTERPRISES,185,28.7077712,77.2867217,48
VISHWAKARMA STORE,186,28.6909153,77.0504045,48
VIPIN GARG,187,28.7572317,77.1424576,48
Miradh Enterprises,188,28.6245815,77.2828969,47
AMPRO,189,28.6483606,77.2058668,47
LONGANI TRADING COMPANY,190,28.7888439,77.0463719,47
AAKRITI GIFT GALLERY (INDIA) PRIVATE LIMITED,191,28.6553906,77.2017169,47
R2 ENTERPRISES,192,28.6613829,77.2025439,47
SAIMANI IMPEX,193,28.6529434,77.1111068,46
M S Enterprises,194,28.6545368,77.2775103,45
GREYGON COSMETICS LLP,195,28.6473481,77.1899028,45
K S TRADERS,196,28.6602692,77.266417,45
PAMPY'S ANGEL FASHION TRADERS,197,28.6591408,77.1496848,45
EAR LOBE AND ACCESSORIES,198,28.7006049,77.2057031,44
Fornax Enterprises,199,28.6289138,77.2733175,44
case king,200,28.6623452,77.1410809,43
K G N ENTERPRISES,201,28.6934713,77.2629242,43
PNP ENTERPRISES,202,28.6688086,77.1924408,42
DIMPY GARMENTS,203,28.6570027,77.2808034,41
iSMART TECHNOLOGY,204,28.6762007,77.3007964,41
JAI MATA DI,205,28.68221455,76.96718839,40
HARE KRISHNA BEST TRADING,206,28.715025,77.257957,40
HMV HERBALS,207,28.7436377,77.193806,39
SMATY CHAMP CREATIONS,208,28.6602864,77.2878383,39
S L ENTERPRISES,209,28.6978046,77.280352,39
AVNI Traders,210,28.6223072,77.135439,39
NEHA ENTERPRISES,211,28.6315168,77.0006016,38
VRITTI CREATION,212,28.5123732,77.2340489,38
AADISHWAR CREATIONS,213,28.479126,77.127569,38
Ishanvi International,214,28.6373039,77.0938021,37
DSM INDIA,215,28.7081035,77.0851471,37
EDDY FASHION PRIVATE LIMITED,216,28.639313,77.311972,37
zemaica healthcare,217,28.6983472,77.0984549,37
UPPAL SONS,218,28.516722,77.2272061,37
B M ASSOCIATES,219,28.5537036,77.2489007,37
Singh Collaction,220,28.5302623,77.2695401,37
SHAGUN E-MART,221,28.798011,77.127334,36
US TRADERS,222,28.7154005,77.1785849,36
WARTO BUSINESS SOLUTIONS,223,28.680687,77.3302888,36
HR FASHIONS,224,28.5355008,77.2631232,36
LMN CHILD CARE,225,28.7044469,77.3292132,35
Anita Creations,226,28.5148121,77.2285391,35
KOHLI BULLET ACCESSORIES,227,28.6486731,77.1981862,35
SHRI BALAJI ENTERPRISES,228,28.6908184,77.2614061,35
DR MOREPEN LIMITED,229,28.7368231,77.1490803,35
S A REAL WALLET,230,28.6524229,77.2139292,35
FOONTY.COM,231,28.6148842,77.0959269,35
SHRI BALA JI RETAIL,232,28.6814462,76.9646161,35
TARUN ENTERPRISES,233,28.660156,77.1496787,34
VINAYAK ENTERPRISES,234,28.6581161,77.1797896,34
S.P.M TRADERS_Mundka_SP-2-VOI,235,28.6242757,77.0634705,33
MEDSOURCE OZONE BIOMEDICALS PRIVATE LIMITED,236,28.5547863,77.2488027,33
ANKITA ENTERPRISES,237,28.7457653,77.107534,33
Ruhani Fashion_Kunda_VL-VOI,238,28.6249263,77.1108882,33
VIHAAN INC,239,28.68115196,77.03607888,33
4IN 1 INFOTECH,240,28.62227682,76.99720417,33
DISHA ENTERPRISES,241,28.5978237,77.2950854,33
MAHARAJA SHOES-Rajouri Garden Delhi,242,28.6656862,77.1192014,33
LEHAR WEBSTORE PRIVATE LIMITED,243,28.5858475,77.242998,33
Mu Enterprises,244,28.7025689,77.2973102,32
M/S V V FOOTWEARS,245,28.682572,77.0790918,32
SANCHIT PACKAGING,246,28.67898,77.06927,31
FUTURISTIC TECHNOLOGY CORPORATION,247,28.4939715,77.1788569,31
Pollux Enterprises,248,28.6322351,77.2743712,31
H N TRADERS,249,28.6479104,77.2380006,30
M K Enterprises,250,28.7017684,77.3202521,30
GARG STORE,251,28.6740384,77.1851807,30
AROMA FOOTWEAR,252,28.668575,77.1421652,30
LALISA ENTERPRISES,253,28.7009403,77.2721047,29
THE FASHION CLUB,254,28.5609483,77.0441231,29
AGATH HOLDINGS,255,28.6079404,77.0482386,29
M. M. Traders,256,28.667432,77.0565169,29
VERMILION COSMETICS PRIVATE LIMITED,257,28.7583591,77.1616106,29
SHRI CREATION,258,28.6248596,77.1108681,29
PARVEEN KANSAL (HUF),259,28.5994667,77.2940286,29
GLOBAL TRADE LINKS,260,28.640654,77.1305593,29
ETRONICWORLD,261,28.6624953,77.146116,28
ELEEGANCE BAGS PRIVATE LIMITED,262,28.6530966,77.2135187,28
R S Enterprise,263,28.75945617,77.12489793,28
NEVYA TRADING COMPANY,264,28.7229097,77.0798071,28
JUMBO DISTRIBUTORS,265,28.673615,77.3111884,27
U.K.TRADERS,266,28.6238693,77.2801139,27
KOMSAN ENTERPRISES,267,28.6256227,77.2932024,27
RUDRAKSH INTERNATIONAL,268,28.6805236,77.2894854,27
BALAJI ENTERPRISES,269,28.7117215,77.0859687,27
GUPTA TRADING CO.,270,28.4957581,77.1606395,26
P.R. ENTERPRISES,271,28.6999815,77.1643337,26
RAJEEV KHANNA,272,28.5744895,77.2280611,26
ARANGERS RETAIL INDIA PRIVATE LIMITED,273,28.6481007,77.2745522,25
Nice Deal Enterprises Pvt. Ltd.,274,28.6283625,77.2786469,25
MIESTILO LIFESTYLE PRIVATE LIMITED,275,28.700665,77.268288,25
BS Trading Co.,276,28.4985168,77.1910012,25
INFINITY E VENTURES,277,28.7875919,77.0688588,25
UPPER CIRCUIT TRADING LLP,278,28.7494933,77.1183612,25
COMMERCE FOREVER,279,28.605949,77.0474364,25
Rivansh Trading Company,280,28.6668905,77.0610058,24
S S IMPEX,281,28.58916,77.30214,24
ASG,282,28.6368165,77.2274611,24
UNIRISE ENTERPRISES (OPC) PRIVATE LIMITED,283,28.7123705,77.0812466,24
NIRMAN ENTERPRISES,284,28.6349504,77.322912,23
GURU NANAK GENERAL STORE,285,28.6681891,77.2905637,23
KATARIA BELT HOUSE,286,28.6585105,77.2127305,23
ETEX HEALTHCARE PRIVATE LIMITED,287,28.5077961,77.2311749,23
AFFILIATEVIA ONLINE MEDIA PRIVATE LIMITED,288,28.6013577,77.0382005,23
U.K.TRADERS,289,28.6238693,77.2801139,23
Leather Line,290,28.5068803,77.1852156,22
NITIKA APPARELS,291,28.704409,77.3268833,22
viraj telecom,292,28.7324156,77.1442612,22
Dream Sellers,293,28.6379839,77.2034441,22
VOGUE HAIR ACCESSORIES,294,28.519025,77.2289959,22
I C COSMO (INDIA),295,28.560257,77.1617358,21
N H TRADERS,296,28.661286,77.205991,21
MAXX AND NAD CARE PRIVATE LIMITED,297,28.7528749,77.1380131,21
GCH INDIA PRIVATE LIMITED,298,28.6430203,77.0463681,21
VENUS MINI BAZAR,299,28.5657339,77.1657055,21
RIDDHI CREATIONS,300,28.5054638,77.2782213,21
NIRMAN ENTERPRISES,301,28.6349504,77.322912,21
KSB ENTERPRISES,302,28.67703859,77.15542455,21
S.S.S. ENTERPRISE,303,28.7183257,77.1772037,21
USHA ELECTRICALS,304,28.667216,77.285709,20
Ruchi & Sons Enterprises,305,28.6679084,77.1902732,20
RAJAN BATARA,306,28.689477,77.1754088,20
SS FASHIONS,307,28.5503314,77.2501893,20
NUTEX KNIT FAB,308,28.69787101,77.16276979,20
Hum Tum cosmetics,309,28.6284551,77.2897197,20
WOMENSKY,310,28.5652864,77.1617654,20
AFFILIATE SERVICE PROVIDER.IN,311,28.6779356,77.1664019,20
DKG Retails,312,28.6989869,77.1288315,20
Shoe cloud,313,28.6725527,77.124772,20
Vinod Kumar & Co.,314,28.816042,77.1419835,20
VAYU EDUCATION OF INDIA,315,28.641012,77.246047,20
PAPER AND PEN INDIA,316,28.7067259,77.1711633,20
VIAN INTERNATIONAL-Delhi,317,28.7191961,77.1006616,20
GULIKA APPAREL PRIVATE LIMITED,318,28.7065991,77.1395384,20
SOAMI IMPEX,319,28.6512236,77.0951319,20
ARADHYA ENTERPRISES,320,28.6897741,77.0577702,20
ASHISH ENTERPRISES,321,28.5772055,77.0738728,20
A to Z Solutions,322,28.6602692,77.266417,20
B H TRADERS,323,28.4994871,77.1899766,20
MR. LAMP & LIGHTS,324,28.687027,77.26055,20
Melange Asia Global Pvt Ltd,325,28.525303,77.2831867,20
SHRINO,326,28.7156702,77.277957,20
KOPILA,327,28.6253512,77.2065892,20
BERG ELECTRONICS,328,28.4903558,77.1792009,19
QBIC REALTECH SERVICES PRIVATE LIMITED,329,28.7934719,77.0544737,19
KIFAYATI MARKET,330,28.569244,77.28306,19
KIFAYATI MARKET,331,28.569244,77.28306,19
Portronics Digital Pvt. Ltd.,332,28.70316267,77.17055434,19
A S TRADERS,333,28.6306702,77.0454123,19
TNW INTERNATIONAL PRIVATE LIMITED,334,28.6981304,77.1665111,19
PIKKME,335,28.6191389,77.0128315,18
SHIV MEDICOS,336,28.6742078,77.0917623,18
AUGGMIN LIFESCIENCES. PRIVATE LIMITED,337,28.6175988,77.0293582,18
GLITTERING STARS,338,28.6328085,77.0582453,18
SHRINO,339,28.7156702,77.277957,18
Himanshi Enterprises,340,28.749255,77.1864741,18
JIYA ENTERPRISES,341,28.6596659,77.179387,18
SHREE RAM TRADING CO,342,28.6505981,77.2873205,18
DIGITAL SOLUTION,343,28.6701682,77.291156,18
MEHAR INTERNATIONAL,344,28.6204148,77.1175312,18
INNOVENT ECOM LLP,345,28.68239,77.03034,18
HEALTH AYURVEDA,346,28.6983472,77.0984549,18
FAIZAN ENTERPRISES,347,28.69139169,77.26365004,18
TRINITY ENTERPRISES,348,28.559813,77.20055,18
ONUS MARKETING,349,28.6902182,77.1565228,17
Friends Fashion Style,350,28.7176004,77.269243,17
DEVESH AHUJA,351,28.7040034,77.3077284,17
HINDUSTAN HERBAL,352,28.701055,77.1289214,17
MARUTI NANDAN TRADING,353,28.7330537,77.2617267,17
MUSKUN ENTERPRISES,354,28.6240663,77.0322826,17
CLOTHONICS,355,28.6648134,77.2939641,17
M.TUNES,356,28.6348078,77.2705547,17
OMR Fashion,357,28.6908908,77.0730942,16
VACHI CREATIONS,358,28.721119,77.101949,16
ECHOBIRD ELECTRONICS LLP,359,28.6138769,77.1069187,16
MAHI ENTERPRISES,360,28.6538193,77.2652148,16
VANDANA ENTERPRISES,361,28.6476963,77.2881119,16
HARITU TRADING PRIVATE LIMITED,362,28.6211385,77.0000336,16
KOMSAN ENTERPRISES,363,28.6256227,77.2932024,16
Pihu Singh,364,28.6250411,77.2915868,16
AANCHAL INTERNATIONAL,365,28.4997018,77.1887827,16
VISCASO COLLECTION,366,28.5537036,77.2489007,16
FOX BURNOUT ENTERPRISES,367,28.6814462,76.9646161,16
VS RETAILER,368,28.6223013,77.031205,16
S A Enterprises,369,28.6570737,77.1833314,16
CIELKART,370,28.4909984,77.1790708,16
S R ENTERPRISES,371,28.6156621,77.2855628,16
FB GROUP OF COMPANY,372,28.569244,77.28306,16
EVER SHINE GROUP COMPANY,373,28.6253132,77.2805917,15
K.S.STEEL,374,28.7012893,77.1644541,15
LEMOIZY TRADING PRIVATE LIMITED,375,28.7171158,77.1048953,15
Net Retail,376,28.6833529,77.2617344,15
JIYO FASHION HUB,377,28.6645766,77.2578047,15
MHM Trading Co.,378,28.6525946,77.1634019,15
TELEONE CONSUMERS PRODUCT PRIVATE LIMITED,379,28.69845948,77.128962,15
PURE LIFE SOLUTIONS,380,28.6342061,77.041753,15
NEW INDIA INC,381,28.50371118,77.24310236,15
AVINS STORE,382,28.7203701,77.271705,15
B Boy Body wears,383,28.6484016,77.144337,15
MEERA TRADERS,384,28.6249918,77.2915918,15
MEHRA COMMUNICATION,385,28.6551476,77.0973368,15
KAKU FANCY DRESSES,386,28.5800093,77.252666,15
AHL MOTOR,387,28.6483218,77.1987215,15
GN Traders,388,28.7729817,76.9664115,15
Pearl Electronics,389,28.6886902,77.1748218,15
DRB FOODS PVT. LTD,390,28.5283459,77.2751502,15
SHOPPER'S PARADISE,391,28.6491347,77.1251684,14
F n Me,392,28.6639086,77.1102449,14
Arora Traders,393,28.6569035,77.2822923,14
SAANVI INDUSTRY,394,28.6837185,77.0472914,14
DUNCANS TEA LIMITED,395,28.7457653,77.107534,14
Aman Chawla,396,28.6378732,77.306393,14
M/s Lovelook Skin Science,397,28.5054674,77.2318174,14
Cliq India Service,398,28.6648134,77.2939641,14
Sai Books International,399,28.7694259,77.1862883,14
Deemark Healthcare Pvt Ltd.,400,28.7001656,77.1271236,14
GUPTA AYURVEDIC STORE,401,28.678552,77.160804,14
RAMESH PUBLISHING HOUSE,402,28.6504809,77.2438548,14
KOHLI BULLET ACCESSORIES,403,28.6486731,77.1981862,14
H D MART,404,28.615369,77.0451237,14
ST CREATION,405,28.7476976,77.1792914,14
VNR INDIA,406,28.7012893,77.1644541,14
ACRON INCORPORATION,407,28.6725912,77.1752169,14
J.S.ENTERPRISES,408,28.625722,77.2945194,14
SOHMITA ENTERPRISES,409,28.6710041,77.1181339,14
3BROTHERS ASSOCIATES,410,28.6727383,77.2750638,13
PIHU TRADING COMPANY,411,28.6909153,77.0504045,13
Conscious Retail,412,28.701894,77.138025,13
A R ENTERPRISES,413,28.6993137,77.1680139,13
Home Candy,414,28.5335143,77.2219509,13
RIYOSS ENTERPRISES,415,28.6175988,77.0293582,13
Labhta,416,28.6606551,77.1422266,13
Amaraj,417,28.6492049,77.2865332,13
A to Z Solutions,418,28.6602692,77.266417,13
FARM STAR PRODUCTS,419,28.5288876,76.954584,13
Krishna Trading Co.,420,28.7178203,77.0839666,13
SOM SONS,421,28.6499181,77.1350034,12
Madhav Fashion,422,28.5541424,77.1771323,12
BHOOP SINGH SONS E-COMMERCE PRIVATE LIMITED,423,28.6961368,77.1004454,12
COUTUME COLLECTIONS,424,28.6328554,77.0412958,12
S K TRADERS,425,28.6694118,77.287496,12
JAGRITI ENTERPRISES,426,28.6505489,77.0986819,12
MANYA ENTERPRISES,427,28.4740054,77.1345276,12
CONNEDIT BUSINESS SOLUTIONS PRIVATE LIMITED,428,28.7079624,77.1170333,12
RADHEY SHYAM ENTERPRISES,429,28.6890439,77.2991416,12
LIFE LIKE,430,28.714869,77.115484,12
B Boy Body wears,431,28.6484016,77.144337,12
NIINE PRIVATE LIMITED,432,28.8106372,77.1431858,12
RNB TRADERS,433,28.62471348,77.05395745,12
BABY & MOM RETAIL PRIVATE LIMITED,434,28.6155587,76.9963134,12
RUPA PUBLICATIONS INDIA PVT LTD,435,28.6408583,77.245494,12
TN COMPUTERS,436,28.6855785,77.268474,11
NITRA ENTERPRISES,437,28.6340772,77.0169554,11
Ruhani Fashion_Kunda_VL-VOI,438,28.6249263,77.1108882,11
MAHI ENTERPRISES,439,28.6538193,77.2652148,11
Cosmo Enterprises,440,28.4925176,77.1802976,11
Anita Creations,441,28.5148121,77.2285391,11
BHAWNA TRADERS,442,28.6913268,77.2939839,11
YOUR CHOICE COLLECTION,443,28.7361717,77.1967213,11
Amtas Retail LLP,444,28.5717203,77.2388399,11
DEVINE CRAFT,445,28.6396191,77.0688102,11
ZEHRA ENTERPRISES,446,28.6563683,77.2214745,11
REGULARWANTS PRIVATE LIMITED,447,28.5994667,77.2940286,11
HMEPHURIA ENTERPRISES,448,28.6408544,77.245522,11
emagicbiz,449,28.6417002,77.1224529,11
HVM NETWORK PRIVATE LIMITED,450,28.5491766,77.213918,10
VISHWAKARMA INDUSTRIES,451,28.6323666,77.04997,10
CHERRY ENTERPRISES,452,28.7012389,77.1296068,10
OZONE PHARMACEUTICALS LTD,453,28.6206321,77.0788152,10
VERMA TRADERS,454,28.57750464,77.04702909,10
IRA COLLECTIONS,455,28.6328554,77.0412958,10
AYNTA DREAM,456,28.4633209,77.1519254,10
SHIVA TRADERS-Delhi,457,28.6504357,77.288591,10
BHAWNA TRADERS,458,28.6913268,77.2939839,10
SMS MULTITECH INDIA PVT LTD,459,28.5291796,77.2786213,10
DR SHOPCART PRIVATE LIMITED,460,28.5857891,77.0712346,10
Bluemart,461,28.4936527,77.2302543,10
A ONE TRADERS,462,28.5888951,77.2534096,10
Amaraj,463,28.6492049,77.2865332,10
TS CREATIONS,464,28.7480699,77.1827502,10
stylish jewels,465,28.6249153,77.1108911,10
ROBIN ROMEO,466,28.6626009,77.283702,10
N K ENTERPRISES,467,28.5298783,77.2627717,10
GULMOHAR FABRIC,468,28.6297696,77.3198362,10
GREENLAND FASHION,469,28.7156646,77.0885719,10
SIDDARSH INTERNATIONAL,470,28.5355069,77.1228536,10
aadrika.com,471,28.5574389,77.2516509,10
RAVI KUMAR GUPTA HUF,472,28.6110893,77.0587905,10
I N MEHRA INDUSTRIES,473,28.6470393,77.0231034,9
R G BIOCOSMETIC PRIVATE LIMTED,474,28.52197216,77.27459977,9
DHA AYURVEDA,475,28.7435598,77.1964778,9
A TO Z DISTRIBUTOR,476,28.602942,77.332877,9
Shubhangi Enterprises,477,28.6506511,77.2898937,9
SIRONA HYGIENE PRIVATE LIMITED,478,28.49742,77.1456573,9
PINKY PARI,479,28.6461308,77.2830044,9
SK BHARAT GROUP,480,28.7203026,77.1583348,9
GUPTA TRADING CO.,481,28.51885456,77.17485828,9
Cliq India Service,482,28.6648134,77.2939641,9
SHIV ENTERPRISES,483,28.6758565,77.1593012,9
SKV Enterprises,484,28.6521213,77.1546279,9
SANCHIT PACKAGING,485,28.67898,77.06927,9
